# Time, Susceptible, Exposed, Infected, Removed
1.820000000000000000e+02 9.533417575351598172e-01 1.096694583188677005e-02 1.690446649937985685e-02 1.933163791766312825e-02
1.830000000000000000e+02 9.504429648954876297e-01 1.161422975833358365e-02 1.793964212850013284e-02 2.055095787414976810e-02
1.840000000000000000e+02 9.473787781769038574e-01 1.229068837192384862e-02 1.903750592563973124e-02 2.184380898261157472e-02
1.850000000000000000e+02 9.441404363628314034e-01 1.299897478347774790e-02 2.019971636413459698e-02 2.321464067547118065e-02
1.860000000000000000e+02 9.407184397702972323e-01 1.374301563719271431e-02 2.142699002592111240e-02 2.466830940956950616e-02
1.870000000000000000e+02 9.371025500499324812e-01 1.452801111064341844e-02 2.271910160153608332e-02 2.621007866616570023e-02
1.880000000000000000e+02 9.332817901859723486e-01 1.536043491478178077e-02 2.407488389011676333e-02 2.784561895093719958e-02
1.890000000000000000e+02 9.292456682024466952e-01 1.624546097334627834e-02 2.549394270655711003e-02 2.958064250122333094e-02
1.900000000000000000e+02 9.249876136528768500e-01 1.717736292110661270e-02 2.698446383903478282e-02 3.141926034055712857e-02
1.910000000000000000e+02 9.205012115131183670e-01 1.814904322721600308e-02 2.855592748564464434e-02 3.336550482583679894e-02
1.920000000000000000e+02 9.157790923211085454e-01 1.915599379912751726e-02 3.021551102878002742e-02 3.542407612928020338e-02
1.930000000000000000e+02 9.108129327715617229e-01 2.019629684586075197e-02 3.196808721218716287e-02 3.760034260340894274e-02
1.940000000000000000e+02 9.055934557159691645e-01 2.127062487800180507e-02 3.381622414096514817e-02 3.990034078104835041e-02
1.950000000000000000e+02 9.001104301625988402e-01 2.238224070770332072e-02 3.576018528156595100e-02 4.233077537532754786e-02
1.960000000000000000e+02 8.943526712764956477e-01 2.353699744868443730e-02 3.779792946179444391e-02 4.489901927967934747e-02
1.970000000000000000e+02 8.883080403794811897e-01 2.474333851623083252e-02 3.992511087080834187e-02 4.761311356784037052e-02
1.980000000000000000e+02 8.819634756992335012e-01 2.601224449876371123e-02 4.213511040716214767e-02 5.048175852515875833e-02
1.990000000000000000e+02 8.753102313354083064e-01 2.734555119303927820e-02 4.442748676423881327e-02 5.351230556184131959e-02
2.000000000000000000e+02 8.683464201637952629e-01 2.872666230456337455e-02 4.681640388807765951e-02 5.670907415055496947e-02
2.010000000000000000e+02 8.610693085887994869e-01 3.014172483567766070e-02 4.931355054430629214e-02 6.007696211892689375e-02
2.020000000000000000e+02 8.534752373944184400e-01 3.158151584056846650e-02 5.192599850166024211e-02 6.362177986003964003e-02
2.030000000000000000e+02 8.455596217442415963e-01 3.304144242526677044e-02 5.465620253198298639e-02 6.735025033243108306e-02
2.040000000000000000e+02 8.373169511814501087e-01 3.452154174764821698e-02 5.750200041022595493e-02 7.127000906009445247e-02
2.050000000000000000e+02 8.287407896288178089e-01 3.602648101743310266e-02 6.045661291444851676e-02 7.538960413247830505e-02
2.060000000000000000e+02 8.198237753887098744e-01 3.756555749618641082e-02 6.350864382581800083e-02 7.971849620448655249e-02
2.070000000000000000e+02 8.105576211430841616e-01 3.915269849731774221e-02 6.664207992860964047e-02 8.426705849647844748e-02
2.080000000000000000e+02 8.009388041613324516e-01 4.079304671635507890e-02 6.984651374584444072e-02 8.904407852051487993e-02
2.090000000000000000e+02 7.909774131066023006e-01 4.245857971577989692e-02 7.313728032788315014e-02 9.405215500060773448e-02
2.100000000000000000e+02 7.806826572299071509e-01 4.412537929624055916e-02 7.652598695281319363e-02 9.929438960700955052e-02
2.110000000000000000e+02 7.700628824799996552e-01 4.577659240969238208e-02 8.001705727788525901e-02 1.047748657817634960e-01
2.120000000000000000e+02 7.591255980196895958e-01 4.740237764575389035e-02 8.360776841681134830e-02 1.104986386587308161e-01
2.130000000000000000e+02 7.478774762258443287e-01 4.899990523170683066e-02 8.728825093976479155e-02 1.164717350635909032e-01
2.140000000000000000e+02 7.363243526893885615e-01 5.057335703249615094e-02 9.104148887338020524e-02 1.227011535138411713e-01
2.150000000000000000e+02 7.244712262153043536e-01 5.213392655073001425e-02 9.484331970075347840e-02 1.291948642187971674e-01
2.160000000000000000e+02 7.123226069725633325e-01 5.369891853841386731e-02 9.866315863505660533e-02 1.359616370443117173e-01
2.170000000000000000e+02 6.998958990339456676e-01 5.525561145894372639e-02 1.024938840689968156e-01 1.430039110615030085e-01
2.180000000000000000e+02 6.872188011866497970e-01 5.676592437206456204e-02 1.063494128874956646e-01 1.503181515385077771e-01
2.190000000000000000e+02 6.743166459368229448e-01 5.820265177356144515e-02 1.102339781482655906e-01 1.579019984156831424e-01
2.200000000000000000e+02 6.612131665408705894e-01 5.954805118541495884e-02 1.141429855281479028e-01 1.657540552378033161e-01
2.210000000000000000e+02 6.479304970054570179e-01 6.079384315580121240e-02 1.180630133231127255e-01 1.738738891540596299e-01
2.220000000000000000e+02 6.344891720875048824e-01 6.194121125909182735e-02 1.219718124482590538e-01 1.822620309180604248e-01
2.230000000000000000e+02 6.209081272941956442e-01 6.300080209585395830e-02 1.258383064378147398e-01 1.909199748878311342e-01
2.240000000000000000e+02 6.072046988829689074e-01 6.399272529285028599e-02 1.296225914451364924e-01 1.998501790258142841e-01
2.250000000000000000e+02 5.934019507583546682e-01 6.492375336072389591e-02 1.332959731127643099e-01 2.090515012742982515e-01
2.260000000000000000e+02 5.795387820778131749e-01 6.575429548605157826e-02 1.368716990588908777e-01 2.185113856710556024e-01
2.270000000000000000e+02 5.656505022063164079e-01 6.645677388067798563e-02 1.403539055919146572e-01 2.282179643308727690e-01
2.280000000000000000e+02 5.517692593357783615e-01 6.701420054153386929e-02 1.437381334205824479e-01 2.381605363561598854e-01
2.290000000000000000e+02 5.379240784710836998e-01 6.742006000419378808e-02 1.470114277546750725e-01 2.483295469966786129e-01
2.300000000000000000e+02 5.241408614300879787e-01 6.767830934287605293e-02 1.501523383050074323e-01 2.587165876495419736e-01
2.310000000000000000e+02 5.104423868436175349e-01 6.780337817044279625e-02 1.531309192834283683e-01 2.693143958592143505e-01
2.320000000000000000e+02 4.968483101554692638e-01 6.782016863839988863e-02 1.559087294028207726e-01 2.801168553175117926e-01
2.330000000000000000e+02 4.833796232860919639e-01 6.774843049432874298e-02 1.584532221273497188e-01 2.911157708922407217e-01
2.340000000000000000e+02 4.700703574778706817e-01 6.755903421535741638e-02 1.607801699414662666e-01 3.022904683794387370e-01
2.350000000000000000e+02 4.569495658485319689e-01 6.723459893823137412e-02 1.628979846919161312e-01 3.136208636778897718e-01
2.360000000000000000e+02 4.440422346770185325e-01 6.676728055867908740e-02 1.648079214757461608e-01 3.250885595158775621e-01
2.370000000000000000e+02 4.313695933034558672e-01 6.615772091648365605e-02 1.665050032937375746e-01 3.366766617127140426e-01
2.380000000000000000e+02 4.189491141291522003e-01 6.541504779548282245e-02 1.679780210504061844e-01 3.483697791787390696e-01
2.390000000000000000e+02 4.067945126165987135e-01 6.455687492356898538e-02 1.692095335540021728e-01 3.601540239153206979e-01
2.400000000000000000e+02 3.949157472894692100e-01 6.360930197268918618e-02 1.701758675165102874e-01 3.720170110148549592e-01
2.410000000000000000e+02 3.833214662520000870e-01 6.259794734169568664e-02 1.708556347342215509e-01 3.839458621779641145e-01
2.420000000000000000e+02 3.720289647334566463e-01 6.150797290492156233e-02 1.712695035356245343e-01 3.959174519725626729e-01
2.430000000000000000e+02 3.610505306073459320e-01 6.033330898750183247e-02 1.714332788891519133e-01 4.079097572315777409e-01
2.440000000000000000e+02 3.503951324333569595e-01 5.907459177241861786e-02 1.713572911494635753e-01 4.199028428576799254e-01
2.450000000000000000e+02 3.400690772307383147e-01 5.773694833926790171e-02 1.710483855823598243e-01 4.318784294862261786e-01
2.460000000000000000e+02 3.300760104782978765e-01 5.632999666425959895e-02 1.705099223647811579e-01 4.438198934852599087e-01
2.470000000000000000e+02 3.204169161144032052e-01 5.486784562021750078e-02 1.697417765848082960e-01 4.557122669555107586e-01
2.480000000000000000e+02 3.110901165369811538e-01 5.336909497657928853e-02 1.687403382416622910e-01 4.675422377303948274e-01
2.490000000000000000e+02 3.020914308675984317e-01 5.185625285389525857e-02 1.674990904731140096e-01 4.792979954300261025e-01
2.500000000000000000e+02 2.934210563971483277e-01 5.032907112057095900e-02 1.660354483712239149e-01 4.909621758030468519e-01
2.510000000000000000e+02 2.850779305087504101e-01 4.878400599306795260e-02 1.643715954714399796e-01 5.025172017144297065e-01
2.520000000000000000e+02 2.770577002320108173e-01 4.722629722235190119e-02 1.625209273374514374e-01 5.139487908199155131e-01
2.530000000000000000e+02 2.693552280232312524e-01 4.566152374764978483e-02 1.604961876753774330e-01 5.252437580178578314e-01
2.540000000000000000e+02 2.619645917654089828e-01 4.409560369644994343e-02 1.583094683337669673e-01 5.363900154492241557e-01
2.550000000000000000e+02 2.548790847682368410e-01 4.253479438450206290e-02 1.559722093035988688e-01 5.473765724975946378e-01
2.560000000000000000e+02 2.480912157681031127e-01 4.098569231581716127e-02 1.534951987182818778e-01 5.581935357891630867e-01
2.570000000000000000e+02 2.415927089280917595e-01 3.945523318266760254e-02 1.508885728536544790e-01 5.688321091927363016e-01
2.580000000000000000e+02 2.353745038379821963e-01 3.795069186558709673e-02 1.481618161279851242e-01 5.792845938197344058e-01
2.590000000000000000e+02 2.294287489092017296e-01 3.647128962042561762e-02 1.453329835422587368e-01 5.895415650018969167e-01
2.600000000000000000e+02 2.237478580018178176e-01 3.501446564903987896e-02 1.424208420376132656e-01 5.995944027361636008e-01
2.610000000000000000e+02 2.183214424959978306e-01 3.358970860022238158e-02 1.394297023705149685e-01 6.094396962371099180e-01
2.620000000000000000e+02 2.131395596035743079e-01 3.220406826763887176e-02 1.363658603981742212e-01 6.190740426420289211e-01
2.630000000000000000e+02 2.081927416832720645e-01 3.086202714985729345e-02 1.332377408863364698e-01 6.284940023278842158e-01
2.640000000000000000e+02 2.034719962407080251e-01 2.956550045034769814e-02 1.300558975092822034e-01 6.376960989113099609e-01
2.650000000000000000e+02 1.989688059283912791e-01 2.831383607748231418e-02 1.268330128498270648e-01 6.466768192486109790e-01
2.660000000000000000e+02 1.946751285457230529e-01 2.710381464453552602e-02 1.235838983993216705e-01 6.554326134357627565e-01
2.670000000000000000e+02 1.905833970389967380e-01 2.592964946968385337e-02 1.203254945576517493e-01 6.639598948084113328e-01
2.680000000000000000e+02 1.866865003304374049e-01 2.478308846404773599e-02 1.170767647055513949e-01 6.722550631524789599e-01
2.690000000000000000e+02 1.829760693496790547e-01 2.366352445682063863e-02 1.138473256173367226e-01 6.803174779348236667e-01
2.700000000000000000e+02 1.794423632337102115e-01 2.258085500178822272e-02 1.106329545218948662e-01 6.881512052357857678e-01
2.710000000000000000e+02 1.760764112802343795e-01 2.154213459527090299e-02 1.074317383733621040e-01 6.957600743072068772e-01
2.720000000000000000e+02 1.728699129630886233e-01 2.055162837661955733e-02 1.042444902840261728e-01 7.031473074236130882e-01
2.730000000000000000e+02 1.698152379322435679e-01 1.961081212821554065e-02 1.010747495243263655e-01 7.103155198822147520e-01
2.740000000000000000e+02 1.669054260138034540e-01 1.871837227547066759e-02 9.792878152285340587e-02 7.172667200029069212e-01
2.750000000000000000e+02 1.641341872100060273e-01 1.787020588682721595e-02 9.481557786634957352e-02 7.240023091282687950e-01
2.760000000000000000e+02 1.614959016992226493e-01 1.705942067375793708e-02 9.174685629970862066e-02 7.305230816235646074e-01
2.770000000000000000e+02 1.589856198359582418e-01 1.627633499076604554e-02 8.873706072597581374e-02 7.368292248767422947e-01
2.780000000000000000e+02 1.565987225612866240e-01 1.551059472859077533e-02 8.580086248646158487e-02 7.429210407146803474e-01
2.790000000000000000e+02 1.543277744993984402e-01 1.477148987276596243e-02 8.292897117852780775e-02 7.488059649302940546e-01
2.800000000000000000e+02 1.521662051882073652e-01 1.406543301024358768e-02 8.011472328902580209e-02 7.544908189118680886e-01
2.810000000000000000e+02 1.501083297493499280e-01 1.339456839226734093e-02 7.735622874644608460e-02 7.599810333580334643e-01
2.820000000000000000e+02 1.481488937495623048e-01 1.275948865259869669e-02 7.465320738271499779e-02 7.652815502363680134e-01
2.830000000000000000e+02 1.462830732006803192e-01 1.215923480751692279e-02 7.200698893319457117e-02 7.703968227833961624e-01
2.840000000000000000e+02 1.445064745596395528e-01 1.159129625581907519e-02 6.942051303668259066e-02 7.753308155045893768e-01
2.850000000000000000e+02 1.428151347284752348e-01 1.105161077881999972e-02 6.689832923541257081e-02 7.800870041743657168e-01
2.860000000000000000e+02 1.412055210543223527e-01 1.053456454035233032e-02 6.444659697505379647e-02 7.846683758360899485e-01
2.870000000000000000e+02 1.396743848455334613e-01 1.003397052872386647e-02 6.207190604735199346e-02 7.890777764013577888e-01
2.880000000000000000e+02 1.382172977106890799e-01 9.553272525247916147e-03 5.976889387529826098e-02 7.933215530572860219e-01
2.890000000000000000e+02 1.368302002160496078e-01 9.095331448421213258e-03 5.753259113043698858e-02 7.974058736475747589e-01
2.900000000000000000e+02 1.355094876766178846e-01 8.660934332452194587e-03 5.536045100660679646e-02 8.013361026291758726e-01
2.910000000000000000e+02 1.342518099625707451e-01 8.250047364563804428e-03 5.325085795852481374e-02 8.051172394899742679e-01
2.920000000000000000e+02 1.330540714992592410e-01 7.861815884993496317e-03 5.120312770178665068e-02 8.087539187487874370e-01
2.930000000000000000e+02 1.319134312672083920e-01 7.494564386993233032e-03 4.921750721286641261e-02 8.122504099553660151e-01
2.940000000000000000e+02 1.308273028021174067e-01 7.145796516829488326e-03 4.729517472911669296e-02 8.156106176903935578e-01
2.950000000000000000e+02 1.297933541948595448e-01 6.812195073783240858e-03 4.543823974876856631e-02 8.188380815654863198e-01
2.960000000000000000e+02 1.288094087592296100e-01 6.490318090239778452e-03 4.364888981494011860e-02 8.219362326913479677e-01
2.970000000000000000e+02 1.278727328120371487e-01 6.181916071388534814e-03 4.192284786896359472e-02 8.249103313046489694e-01
2.980000000000000000e+02 1.269808432128583520e-01 5.888270690121721190e-03 4.025634634020314184e-02 8.277653464435584807e-01
2.990000000000000000e+02 1.261314809347294785e-01 5.609728787151305532e-03 3.864677927463525814e-02 8.305057962483534117e-01
3.000000000000000000e+02 1.253225355381777650e-01 5.346185386370545627e-03 3.709211528353752868e-02 8.331359275233375383e-01
3.010000000000000000e+02 1.245520451712213011e-01 5.097083694853995171e-03 3.559089754348860463e-02 8.356597157368411688e-01
3.020000000000000000e+02 1.238181965693690295e-01 4.861415102857497700e-03 3.414224379636822404e-02 8.380808650212216993e-01
3.030000000000000000e+02 1.231193250556208152e-01 4.637719183818191787e-03 3.274584634935719801e-02 8.404028081728627253e-01
3.040000000000000000e+02 1.224539145404674179e-01 4.424083694354507580e-03 3.140197207493743148e-02 8.426287066521751523e-01
3.050000000000000000e+02 1.218205852695026792e-01 4.218233267371479175e-03 3.011135180922277013e-02 8.447614847445478192e-01
3.060000000000000000e+02 1.212177133520904448e-01 4.020458639975661198e-03 2.887153283570474335e-02 8.468049283200205224e-01
3.070000000000000000e+02 1.206437006857699473e-01 3.831826974101204195e-03 2.767913249008500942e-02 8.487629509834200281e-01
3.080000000000000000e+02 1.200971254232470753e-01 3.652576993655293723e-03 2.653184560132555020e-02 8.506390410291729820e-01
3.090000000000000000e+02 1.195766501425615108e-01 3.482704301737306676e-03 2.542771417300071501e-02 8.524364982725676221e-01
3.100000000000000000e+02 1.190810218470866599e-01 3.321961380638815617e-03 2.436512738329722760e-02 8.541584340497540007e-01
3.110000000000000000e+02 1.186090719655296805e-01 3.169857591843587043e-03 2.334282158501418611e-02 8.558077712177438734e-01
3.120000000000000000e+02 1.181597163519314819e-01 3.025659176027579653e-03 2.235988030556304573e-02 8.573872441544105882e-01
3.130000000000000000e+02 1.177319552856667118e-01 2.888389253058948683e-03 2.141573424696764649e-02 8.588993987584891965e-01
3.140000000000000000e+02 1.173248734714437969e-01 2.756827821998039402e-03 2.051016128586418547e-02 8.603465924495764527e-01
3.150000000000000000e+02 1.169376024577773732e-01 2.629801181242815214e-03 1.964292051419677665e-02 8.617311082888173823e-01
3.160000000000000000e+02 1.165691022388029852e-01 2.508023071017812140e-03 1.881144606544461403e-02 8.630558384083745205e-01
3.170000000000000000e+02 1.162184468239612911e-01 2.391883467230422784e-03 1.801365531592480362e-02 8.643234014465842607e-01
3.180000000000000000e+02 1.158847816858778745e-01 2.281475641883481086e-03 1.724788521916771969e-02 8.655362217052896545e-01
3.190000000000000000e+02 1.155672994137177112e-01 2.176764430529889820e-03 1.651267740194508130e-02 8.666966001330026481e-01
3.200000000000000000e+02 1.152652397131852663e-01 2.077586232272624935e-03 1.580677816426993149e-02 8.678067143249047488e-01
3.210000000000000000e+02 1.149778894065244111e-01 1.983649009764732948e-03 1.512913847939665810e-02 8.688686185228461367e-01
3.220000000000000000e+02 1.147045824325184510e-01 1.894532289209330516e-03 1.447891399382096947e-02 8.698842436153465529e-01
3.230000000000000000e+02 1.144446998464901805e-01 1.809687160359606597e-03 1.385546502727991874e-02 8.708553971375946334e-01
3.240000000000000000e+02 1.141976698203017865e-01 1.728436276518820940e-03 1.325835657275188477e-02 8.717837632714482421e-01
3.250000000000000000e+02 1.139629647129706685e-01 1.649996490234143572e-03 1.268732920347689919e-02 8.726709122321044676e-01
3.260000000000000000e+02 1.137399809796135614e-01 1.574488456595068801e-03 1.214101832070474396e-02 8.735186915081091241e-01
3.270000000000000000e+02 1.135281328836233311e-01 1.502313175494030244e-03 1.161778151258237475e-02 8.743289282480315450e-01
3.280000000000000000e+02 1.133268989413319938e-01 1.433550185567235855e-03 1.111642898843095452e-02 8.751032541875841675e-01
3.290000000000000000e+02 1.131357836002982592e-01 1.368211323960285501e-03 1.063588938550192112e-02 8.758432244048128812e-01
3.300000000000000000e+02 1.129543172393075307e-01 1.306240726328172265e-03 1.017520976897697514e-02 8.765503173200973608e-01
3.310000000000000000e+02 1.127820561683719192e-01 1.247514826835281147e-03 9.733555631968095548e-03 8.772259346961509552e-01
3.320000000000000000e+02 1.126185826287302016e-01 1.191842358155389492e-03 9.310210895517525773e-03 8.778714016380203544e-01
3.330000000000000000e+02 1.124635047928479181e-01 1.138964351471667647e-03 8.904577908597778937e-03 8.784879665930861448e-01
3.340000000000000000e+02 1.123164567644172607e-01 1.088554136476678307e-03 8.516177448111641318e-03 8.790768013510625867e-01
3.350000000000000000e+02 1.121770985783571289e-01 1.040217341372376512e-03 8.144648718892170611e-03 8.796390010439975038e-01
3.360000000000000000e+02 1.120451157816916843e-01 9.934951752011054148e-04 7.789745079843403419e-03 8.801755855569218800e-01
3.370000000000000000e+02 1.119201566912034485e-01 9.484065924847142302e-04 7.450641243674089621e-03 8.806877129058244824e-01
3.380000000000000000e+02 1.118018708373704484e-01 9.052419548188555881e-04 7.126228657313617675e-03 8.811765517517039514e-01
3.390000000000000000e+02 1.116899517033446976e-01 8.640597556465119721e-04 6.815730603137667293e-03 8.816431268355912065e-01
3.400000000000000000e+02 1.115841068899573185e-01 8.248816270082961599e-04 6.518438696428167402e-03 8.820884173093344049e-01
3.410000000000000000e+02 1.114840581157185567e-01 7.876923395424510060e-04 6.233712885373302211e-03 8.825133567355986086e-01
3.420000000000000000e+02 1.113895412168177806e-01 7.524398024848496591e-04 5.960981451067506008e-03 8.829188330878657842e-01
3.430000000000000000e+02 1.113003061471234539e-01 7.190350636689955615e-04 5.699741007511464896e-03 8.833056887504350252e-01
3.440000000000000000e+02 1.112161169781831910e-01 6.873523095260222326e-04 5.449556501612120261e-03 8.836747205184223297e-01
3.450000000000000000e+02 1.111367518992237152e-01 6.572288650846932687e-04 5.210061213182661834e-03 8.840266795977608227e-01
3.460000000000000000e+02 1.110620032171508453e-01 6.284651939714026685e-04 4.980956754942533760e-03 8.843622716052005339e-01
3.470000000000000000e+02 1.109916773565495368e-01 6.008248984101748329e-04 4.762013072517431132e-03 8.846821565683085087e-01
3.480000000000000000e+02 1.109255948179345419e-01 5.740350544330245774e-04 4.553068004916588363e-03 8.849869490715305265e-01
3.490000000000000000e+02 1.108635559136479098e-01 5.480940651991060434e-04 4.353633054823623921e-03 8.852773388966832524e-01
3.500000000000000000e+02 1.108053574797699947e-01 5.232131395219013223e-04 4.162992730198654054e-03 8.855540334909146605e-01
3.510000000000000000e+02 1.107508250165819136e-01 4.994438270195949731e-04 3.980661379874916167e-03 8.858176414554939093e-01
3.520000000000000000e+02 1.106997917472410248e-01 4.768153493197614386e-04 3.806194445930387825e-03 8.860687449035596908e-01
3.530000000000000000e+02 1.106520986177809696e-01 4.553346000593653164e-04 3.639188463687794556e-03 8.863078994601205629e-01
3.540000000000000000e+02 1.106075942971116582e-01 4.349861448847613596e-04 3.479281061714602913e-03 8.865356342620543950e-01
3.550000000000000000e+02 1.105661351770192702e-01 4.157322214516944218e-04 3.326150961823026546e-03 8.867524519581088116e-01
3.560000000000000000e+02 1.105275853721662677e-01 3.975127394252993491e-04 3.179517979070020563e-03 8.869588287089008594e-01
3.570000000000000000e+02 1.104918167200913404e-01 3.802452804801012510e-04 3.039143021757286303e-03 8.871552141869175623e-01
3.580000000000000000e+02 1.104587087812095025e-01 3.638250983000152297e-04 2.904828091431266128e-03 8.873420315765150335e-01
3.590000000000000000e+02 1.104281488388120097e-01 3.481251185783465962e-04 2.776416282883151232e-03 8.875196775739194743e-01
3.600000000000000000e+02 1.104000318990663726e-01 3.329959390177906001e-04 2.653791784148872533e-03 8.876885223872262864e-01
3.610000000000000000e+02 1.103742606910164126e-01 3.182658293304328084e-04 2.536879876509108480e-03 8.878489097364006266e-01
3.620000000000000000e+02 1.103507272525808963e-01 3.039618701516875738e-04 2.425376888692991079e-03 8.880012241741608303e-01
3.630000000000000000e+02 1.103293103585096385e-01 2.903315171245206771e-04 2.318722738862426160e-03 8.881458995519542210e-01
3.640000000000000000e+02 1.103099163479693695e-01 2.773411650719674474e-04 2.216711165747610197e-03 8.882832693970622584e-01
